query,response_time_ms,cost_bw,cumulative_cost,replicas,bw_inter_provider_gb,bw_inter_region_gb,cpu_cost,replica_cost,total_cost,sla_violations_cumul,avg_bw_price
95,64.657173,0.00135,0.815384,2,0,1.35,0.001899,0,0.003249,48,0.006548
96,63.090959,0.00135,0.818717,2,0,1.35,0.001821,0,0.003171,48,0.006495
97,63.415915,0.00135,0.822113,2,0,1.35,0.001884,0,0.003234,48,0.006442
98,61.327346,0.00135,0.825341,2,0,1.35,0.001716,0,0.003066,48,0.006391
99,60.452916,0.00135,0.828553,2,0,1.35,0.0017,0,0.00305,48,0.00634
100,61.133368,0.00135,0.831789,2,0,1.35,0.001724,0,0.003074,48,0.006291
101,59.396717,0.00135,0.834969,2,0,1.35,0.001668,0,0.003018,48,0.006243
102,59.611989,0.00135,0.838139,2,0,1.35,0.001658,0,0.003008,48,0.006195
103,63.290295,0.00135,0.841521,2,0,1.35,0.00187,0,0.00322,48,0.006149
104,62.60555,0.00135,0.844832,2,0,1.35,0.001799,0,0.003149,48,0.006103
105,60.287652,0.00135,0.84806,2,0,1.35,0.001716,0,0.003066,48,0.006058
106,64.665169,0.00135,0.851469,2,0,1.35,0.001897,0,0.003247,48,0.006014
107,62.289629,0.00135,0.854809,2,0,1.35,0.001828,0,0.003178,48,0.005971
108,64.913249,0.00135,0.858264,2,0,1.35,0.001943,0,0.003293,48,0.005928
109,59.582037,0.00135,0.861445,2,0,1.35,0.001669,0,0.003019,48,0.005887
110,62.414769,0.00135,0.864745,2,0,1.35,0.001788,0,0.003138,48,0.005846
111,62.479986,0.00135,0.868028,2,0,1.35,0.001771,0,0.003121,48,0.005806
112,60.423513,0.00135,0.871223,2,0,1.35,0.001683,0,0.003033,48,0.005766
113,64.653172,0.00135,0.874636,2,0,1.35,0.0019,0,0.00325,48,0.005728
114,62.964637,0.00135,0.877958,2,0,1.35,0.00181,0,0.00316,48,0.00569
115,62.68163,0.00135,0.881267,2,0,1.35,0.001797,0,0.003147,48,0.005652
116,62.824788,0.00135,0.884571,2,0,1.35,0.001792,0,0.003142,48,0.005615
117,61.168528,0.00135,0.887819,2,0,1.35,0.001736,0,0.003086,48,0.005579
118,62.685877,0.00135,0.891164,2,0,1.35,0.001833,0,0.003183,48,0.005544
119,62.849938,0.00135,0.894516,2,0,1.35,0.00184,0,0.00319,48,0.005509
120,64.341883,0.00135,0.897927,2,0,1.35,0.0019,0,0.00325,48,0.005474
121,65.110131,0.00135,0.901362,2,0,1.35,0.001923,0,0.003273,48,0.005441
122,60.823053,0.00135,0.904617,2,0,1.35,0.001743,0,0.003093,48,0.005407
123,64.16522,0.00135,0.908027,2,0,1.35,0.001898,0,0.003248,48,0.005375
124,62.698623,0.00135,0.911365,2,0,1.35,0.001826,0,0.003176,48,0.005342
125,59.468124,0.00135,0.91456,2,0,1.35,0.001683,0,0.003033,48,0.005311
126,62.658057,0.00135,0.917868,2,0,1.35,0.001795,0,0.003145,48,0.00528
127,64.501224,0.00135,0.921252,2,0,1.35,0.001872,0,0.003222,48,0.005249
128,59.810766,0.00135,0.924427,2,0,1.35,0.001663,0,0.003013,48,0.005219
129,62.454261,0.00135,0.92771,2,0,1.35,0.001771,0,0.003121,48,0.005189
130,65.326553,0.00135,0.931157,2,0,1.35,0.001935,0,0.003285,48,0.00516
131,61.634382,0.00135,0.934447,2,0,1.35,0.001778,0,0.003128,48,0.005131
132,62.018896,0.00135,0.937717,2,0,1.35,0.001758,0,0.003108,48,0.005102
133,60.458537,0.00135,0.940952,2,0,1.35,0.001723,0,0.003073,48,0.005074
134,64.772621,0.00135,0.944392,2,0,1.35,0.001928,0,0.003278,48,0.005047
135,62.511824,0.00135,0.947684,2,0,1.35,0.00178,0,0.00313,48,0.005019
136,61.496658,0.00135,0.950956,2,0,1.35,0.001759,0,0.003109,48,0.004993
137,62.417591,0.00135,0.954268,2,0,1.35,0.0018,0,0.00315,48,0.004966
138,59.826259,0.00135,0.957438,2,0,1.35,0.001658,0,0.003008,48,0.00494
139,65.149084,0.00135,0.960865,2,0,1.35,0.001915,0,0.003265,48,0.004915
140,62.0489,0.00135,0.964159,2,0,1.35,0.001783,0,0.003133,48,0.004889
141,64.607583,0.00135,0.967599,2,0,1.35,0.001928,0,0.003278,48,0.004864
142,64.981753,0.00135,0.971043,2,0,1.35,0.001931,0,0.003281,48,0.00484
143,64.738337,0.00135,0.974472,2,0,1.35,0.001918,0,0.003268,48,0.004816
144,60.779968,0.00135,0.977699,2,0,1.35,0.001715,0,0.003065,48,0.004792
145,63.048616,0.00135,0.981033,2,0,1.35,0.001822,0,0.003172,48,0.004768
146,60.509394,0.00135,0.984258,2,0,1.35,0.001713,0,0.003063,48,0.004745
147,64.44962,0.00135,0.987643,2,0,1.35,0.001874,0,0.003224,48,0.004722
148,61.961523,0.00135,0.990961,2,0,1.35,0.001805,0,0.003155,48,0.004699
149,59.671383,0.00135,0.994136,2,0,1.35,0.001664,0,0.003014,48,0.004677
150,65.14129,0.00135,0.997569,2,0,1.35,0.00192,0,0.00327,48,0.004655
151,63.275162,0.00135,1.00094,2,0,1.35,0.001859,0,0.003209,48,0.004633
152,61.666644,0.00135,1.004183,2,0,1.35,0.001731,0,0.003081,48,0.004612
153,62.940676,0.00135,1.007537,2,0,1.35,0.001842,0,0.003192,48,0.004591
154,62.617877,0.00135,1.01087,2,0,1.35,0.001821,0,0.003171,48,0.00457
155,60.239857,0.00135,1.014065,2,0,1.35,0.001683,0,0.003033,48,0.004549
156,63.021391,0.00135,1.017411,2,0,1.35,0.001835,0,0.003185,48,0.004529
157,60.463068,0.00135,1.020615,2,0,1.35,0.001691,0,0.003041,48,0.004509
158,63.544728,0.00135,1.023978,2,0,1.35,0.001851,0,0.003201,48,0.004489
159,61.227694,0.00135,1.027227,2,0,1.35,0.001737,0,0.003087,48,0.004469
160,59.453252,0.00135,1.030427,2,0,1.35,0.001688,0,0.003038,48,0.00445
161,63.577824,0.00135,1.033798,2,0,1.35,0.001859,0,0.003209,48,0.004431
162,60.990044,0.00135,1.03704,2,0,1.35,0.00173,0,0.00308,48,0.004412
163,59.518203,0.00135,1.040234,2,0,1.35,0.001682,0,0.003032,48,0.004393
164,62.548501,0.00135,1.04354,2,0,1.35,0.001794,0,0.003144,48,0.004375
165,60.878729,0.00135,1.046788,2,0,1.35,0.001735,0,0.003085,48,0.004356
166,59.698145,0.00135,1.049988,2,0,1.35,0.001688,0,0.003038,48,0.004338
167,60.891725,0.00135,1.053208,2,0,1.35,0.001708,0,0.003058,48,0.004321
168,59.396217,0.00135,1.056381,2,0,1.35,0.001661,0,0.003011,48,0.004303
169,64.909811,0.00135,1.059811,2,0,1.35,0.001919,0,0.003269,48,0.004286
170,61.941021,0.00135,1.063127,2,0,1.35,0.001804,0,0.003154,48,0.004268
171,59.915456,0.00135,1.066348,2,0,1.35,0.001709,0,0.003059,48,0.004251
172,64.057926,0.00135,1.069747,2,0,1.35,0.001887,0,0.003237,48,0.004235
173,64.806972,0.00135,1.073188,2,0,1.35,0.001928,0,0.003278,48,0.004218
174,60.41167,0.00135,1.076414,2,0,1.35,0.001714,0,0.003064,48,0.004202
175,61.841263,0.00135,1.079657,2,0,1.35,0.001731,0,0.003081,48,0.004186
176,62.839146,0.00135,1.082976,2,0,1.35,0.001807,0,0.003157,48,0.004169
177,60.669555,0.00135,1.086202,2,0,1.35,0.001714,0,0.003064,48,0.004154
178,59.494134,0.00135,1.089381,2,0,1.35,0.001667,0,0.003017,48,0.004138
179,59.643397,0.00135,1.092562,2,0,1.35,0.00167,0,0.00302,48,0.004122
180,65.056832,0.00135,1.095997,2,0,1.35,0.001922,0,0.003272,48,0.004107
181,59.917304,0.00135,1.09919,2,0,1.35,0.001682,0,0.003032,48,0.004092
182,61.085835,0.00135,1.102464,2,0,1.35,0.001762,0,0.003112,48,0.004077
183,59.931379,0.00135,1.105681,2,0,1.35,0.001705,0,0.003055,48,0.004062
184,63.027271,0.00135,1.109038,2,0,1.35,0.001845,0,0.003195,48,0.004048
185,62.407573,0.00135,1.112379,2,0,1.35,0.001829,0,0.003179,48,0.004033
186,62.709415,0.00135,1.115717,2,0,1.35,0.001826,0,0.003176,48,0.004019
187,63.147066,0.00135,1.119094,2,0,1.35,0.001864,0,0.003214,48,0.004005
188,61.448592,0.00135,1.122351,2,0,1.35,0.001745,0,0.003095,48,0.00399
189,63.840931,0.00135,1.125717,2,0,1.35,0.001854,0,0.003204,48,0.003977
190,60.580813,0.00135,1.128962,2,0,1.35,0.001733,0,0.003083,48,0.003963
191,62.261443,0.00135,1.132249,2,0,1.35,0.001775,0,0.003125,48,0.003949
192,62.204996,0.00135,1.135534,2,0,1.35,0.001773,0,0.003123,48,0.003936
193,63.05835,0.00135,1.138865,2,0,1.35,0.001819,0,0.003169,48,0.003922
194,60.745826,0.00135,1.142122,2,0,1.35,0.001745,0,0.003095,48,0.003909
195,62.867122,0.00135,1.145467,2,0,1.35,0.001833,0,0.003183,48,0.003896
196,64.124177,0.00135,1.148851,2,0,1.35,0.001872,0,0.003222,48,0.003883
197,61.725171,0.00135,1.152106,2,0,1.35,0.001743,0,0.003093,48,0.00387
198,62.333012,0.00135,1.15543,2,0,1.35,0.001812,0,0.003162,48,0.003858
199,60.537289,0.00135,1.158612,2,0,1.35,0.00167,0,0.00302,48,0.003845
200,61.53141,0.00135,1.16191,2,0,1.35,0.001785,0,0.003135,48,0.003833
201,61.093484,0.00135,1.165152,2,0,1.35,0.00173,0,0.00308,48,0.003821
202,62.181278,0.00135,1.168439,2,0,1.35,0.001775,0,0.003125,48,0.003808
203,61.47653,0.00135,1.171729,2,0,1.35,0.001778,0,0.003128,48,0.003796
204,60.293294,0.00135,1.174928,2,0,1.35,0.001687,0,0.003037,48,0.003784
205,63.739781,0.00135,1.178277,2,0,1.35,0.001837,0,0.003187,48,0.003773
206,64.52691,0.00135,1.181699,2,0,1.35,0.001911,0,0.003261,48,0.003761
207,62.85833,0.00135,1.185003,2,0,1.35,0.001791,0,0.003141,48,0.003749
208,65.039309,0.00135,1.188427,2,0,1.35,0.001912,0,0.003262,48,0.003738
209,60.815665,0.00135,1.191649,2,0,1.35,0.00171,0,0.00306,48,0.003726
210,63.898823,0.00135,1.195055,2,0,1.35,0.001895,0,0.003245,48,0.003715
211,63.577994,0.00135,1.19842,2,0,1.35,0.001853,0,0.003203,48,0.003704
212,64.561917,0.00135,1.201804,2,0,1.35,0.001872,0,0.003222,48,0.003693
213,64.979901,0.00135,1.205251,2,0,1.35,0.001935,0,0.003285,48,0.003682
214,62.640242,0.00135,1.20856,2,0,1.35,0.001796,0,0.003146,48,0.003671
215,62.537573,0.00135,1.211905,2,0,1.35,0.001833,0,0.003183,48,0.00366
216,64.685928,0.00135,1.21535,2,0,1.35,0.001933,0,0.003283,48,0.00365
217,60.106178,0.00135,1.21854,2,0,1.35,0.001679,0,0.003029,48,0.003639
218,65.108609,0.00135,1.22199,2,0,1.35,0.001937,0,0.003287,48,0.003629
219,60.655186,0.00135,1.225203,2,0,1.35,0.001701,0,0.003051,48,0.003618
220,63.758862,0.00135,1.228586,2,0,1.35,0.001871,0,0.003221,48,0.003608
221,62.506118,0.00135,1.23192,2,0,1.35,0.001822,0,0.003172,48,0.003598
222,61.61779,0.00135,1.235174,2,0,1.35,0.001742,0,0.003092,48,0.003588
223,63.058726,0.00135,1.238499,2,0,1.35,0.001812,0,0.003162,48,0.003578
224,62.657982,0.00135,1.241801,2,0,1.35,0.00179,0,0.00314,48,0.003568
225,64.596617,0.00135,1.245255,2,0,1.35,0.001942,0,0.003292,48,0.003558
226,61.553218,0.00135,1.248501,2,0,1.35,0.001734,0,0.003084,48,0.003548
227,65.361718,0.00135,1.251955,2,0,1.35,0.001942,0,0.003292,48,0.003539
228,60.672,0.00135,1.255169,2,0,1.35,0.001703,0,0.003053,48,0.003529
229,62.24733,0.00135,1.258462,2,0,1.35,0.001781,0,0.003131,48,0.00352
230,63.233047,0.00135,1.261806,2,0,1.35,0.001832,0,0.003182,48,0.00351
231,61.005242,0.00135,1.265079,2,0,1.35,0.001761,0,0.003111,48,0.003501
232,63.66004,0.00135,1.268459,2,0,1.35,0.001869,0,0.003219,48,0.003492
233,64.392821,0.00135,1.271863,2,0,1.35,0.001892,0,0.003242,48,0.003483
234,59.698999,0.00135,1.275033,2,0,1.35,0.001657,0,0.003007,48,0.003474
235,62.987196,0.00135,1.278341,2,0,1.35,0.001796,0,0.003146,48,0.003465
236,62.774453,0.00135,1.281684,2,0,1.35,0.001831,0,0.003181,48,0.003456
237,64.246661,0.00135,1.285099,2,0,1.35,0.001903,0,0.003253,48,0.003447
238,61.187859,0.00135,1.288351,2,0,1.35,0.00174,0,0.00309,48,0.003438
239,61.361189,0.00135,1.291611,2,0,1.35,0.001747,0,0.003097,48,0.003429
240,63.493409,0.00135,1.295002,2,0,1.35,0.001879,0,0.003229,48,0.003421
241,59.995834,0.00135,1.298203,2,0,1.35,0.00169,0,0.00304,48,0.003412
242,59.60778,0.00135,1.301381,2,0,1.35,0.001666,0,0.003016,48,0.003404
243,59.799363,0.00135,1.304554,2,0,1.35,0.001661,0,0.003011,48,0.003395
244,61.922821,0.00135,1.307859,2,0,1.35,0.001793,0,0.003143,48,0.003387
245,62.45456,0.00135,1.311172,2,0,1.35,0.001801,0,0.003151,48,0.003379
246,63.097963,0.00135,1.314508,2,0,1.35,0.001825,0,0.003175,48,0.00337
247,59.663179,0.00135,1.317691,2,0,1.35,0.001671,0,0.003021,48,0.003362
248,60.542861,0.00135,1.320882,2,0,1.35,0.001679,0,0.003029,48,0.003354
249,59.960751,0.00135,1.32408,2,0,1.35,0.001685,0,0.003035,48,0.003346
250,60.932055,0.00135,1.32733,2,0,1.35,0.001738,0,0.003088,48,0.003338
251,64.465416,0.00135,1.330747,2,0,1.35,0.001906,0,0.003256,48,0.00333
252,65.552969,0.00135,1.33419,2,0,1.35,0.001931,0,0.003281,48,0.003323
253,64.346567,0.00135,1.337614,2,0,1.35,0.001912,0,0.003262,48,0.003315
254,62.616919,0.00135,1.340932,2,0,1.35,0.001806,0,0.003156,48,0.003307
255,60.076411,0.00135,1.34413,2,0,1.35,0.001687,0,0.003037,48,0.003299
256,62.730457,0.00135,1.347462,2,0,1.35,0.00182,0,0.00317,48,0.003292
257,59.349847,0.00135,1.350657,2,0,1.35,0.001682,0,0.003032,48,0.003284
258,60.762309,0.00135,1.35388,2,0,1.35,0.001712,0,0.003062,48,0.003277
259,62.624088,0.00135,1.357217,2,0,1.35,0.001825,0,0.003175,48,0.003269
260,60.544369,0.00135,1.360445,2,0,1.35,0.001716,0,0.003066,48,0.003262
261,62.545877,0.00135,1.36376,2,0,1.35,0.001803,0,0.003153,48,0.003255
262,59.882457,0.00135,1.366953,2,0,1.35,0.001681,0,0.003031,48,0.003248
263,60.155988,0.00135,1.370141,2,0,1.35,0.001676,0,0.003026,48,0.00324
264,63.949616,0.00135,1.373511,2,0,1.35,0.001858,0,0.003208,48,0.003233
265,60.611222,0.00135,1.376734,2,0,1.35,0.001711,0,0.003061,48,0.003226
266,61.577573,0.00135,1.380007,2,0,1.35,0.001761,0,0.003111,48,0.003219
267,65.032849,0.00135,1.383431,2,0,1.35,0.001912,0,0.003262,48,0.003212
268,63.471234,0.00135,1.386791,2,0,1.35,0.001847,0,0.003197,48,0.003205
269,63.302876,0.00135,1.390171,2,0,1.35,0.001869,0,0.003219,48,0.003198
270,64.947653,0.00135,1.393598,2,0,1.35,0.001915,0,0.003265,48,0.003192
271,59.537222,0.00135,1.396771,2,0,1.35,0.001661,0,0.003011,48,0.003185
272,63.658273,0.00135,1.40017,2,0,1.35,0.001886,0,0.003236,48,0.003178
273,61.52843,0.00135,1.403425,2,0,1.35,0.001744,0,0.003094,48,0.003171
274,59.509641,0.00135,1.406627,2,0,1.35,0.001689,0,0.003039,48,0.003165
275,60.111845,0.00135,1.409842,2,0,1.35,0.001703,0,0.003053,48,0.003158
276,62.127864,0.00135,1.41318,2,0,1.35,0.001826,0,0.003176,48,0.003152
277,61.365278,0.00135,1.416447,2,0,1.35,0.001755,0,0.003105,48,0.003145
278,62.964564,0.00135,1.419785,2,0,1.35,0.001826,0,0.003176,48,0.003139
279,62.37549,0.00135,1.423098,2,0,1.35,0.001801,0,0.003151,48,0.003132
280,60.927557,0.00135,1.426332,2,0,1.35,0.001722,0,0.003072,48,0.003126
281,63.560203,0.00135,1.429675,2,0,1.35,0.001832,0,0.003182,48,0.00312
282,61.56754,0.00135,1.432927,2,0,1.35,0.00174,0,0.00309,48,0.003113
283,61.027742,0.00135,1.436156,2,0,1.35,0.001716,0,0.003066,48,0.003107
284,63.786658,0.00135,1.439514,2,0,1.35,0.001846,0,0.003196,48,0.003101
285,61.863268,0.00135,1.442803,2,0,1.35,0.001778,0,0.003128,48,0.003095
286,59.780131,0.00135,1.446023,2,0,1.35,0.001708,0,0.003058,48,0.003089
287,62.607533,0.00135,1.449383,2,0,1.35,0.001848,0,0.003198,48,0.003083
288,64.771937,0.00135,1.452795,2,0,1.35,0.001901,0,0.003251,48,0.003077
289,63.782325,0.00135,1.456159,2,0,1.35,0.001852,0,0.003202,48,0.003071
290,61.901937,0.00135,1.459481,2,0,1.35,0.001809,0,0.003159,48,0.003065
291,60.726616,0.00135,1.46269,2,0,1.35,0.001698,0,0.003048,48,0.003059
292,61.320135,0.00135,1.465951,2,0,1.35,0.001749,0,0.003099,48,0.003053
293,63.994243,0.00135,1.469316,2,0,1.35,0.001853,0,0.003203,48,0.003047
294,63.72311,0.00135,1.472666,2,0,1.35,0.001838,0,0.003188,48,0.003042
295,64.651674,0.00135,1.476097,2,0,1.35,0.001919,0,0.003269,48,0.003036
296,64.38808,0.00135,1.479497,2,0,1.35,0.001888,0,0.003238,48,0.00303
297,61.056129,0.00135,1.48272,2,0,1.35,0.001711,0,0.003061,48,0.003025
298,60.979102,0.00135,1.485967,2,0,1.35,0.001735,0,0.003085,48,0.003019
299,60.455352,0.00135,1.489154,2,0,1.35,0.001675,0,0.003025,48,0.003013
300,61.693133,0.00135,1.49242,2,0,1.35,0.001754,0,0.003104,48,0.003008
301,63.921287,0.00135,1.495806,2,0,1.35,0.001874,0,0.003224,48,0.003002
302,60.786714,0.00135,1.499051,2,0,1.35,0.001733,0,0.003083,48,0.002997
303,59.824495,0.00135,1.502247,2,0,1.35,0.001684,0,0.003034,48,0.002992
304,61.722921,0.00135,1.505525,2,0,1.35,0.001766,0,0.003116,48,0.002986
305,64.339763,0.00135,1.50893,2,0,1.35,0.001893,0,0.003243,48,0.002981
306,60.100848,0.00135,1.512123,2,0,1.35,0.001682,0,0.003032,48,0.002976
307,63.02573,0.00135,1.515472,2,0,1.35,0.001837,0,0.003187,48,0.00297
308,64.307963,0.00135,1.518877,2,0,1.35,0.001893,0,0.003243,48,0.002965
309,59.138456,0.00135,1.522058,2,0,1.35,0.001669,0,0.003019,48,0.00296
310,60.144378,0.00135,1.525248,2,0,1.35,0.001678,0,0.003028,48,0.002955
